participant,group,block,sep,fixated,correct
22,no instruction,2,211,2,0
22,no instruction,2,211,1,0
22,no instruction,2,140,1,1
22,no instruction,2,246,1,1
22,no instruction,2,353,1,1
22,no instruction,2,175,1,1
22,no instruction,2,317,1,1
22,no instruction,2,640,3,NA
22,no instruction,2,317,1,0
22,no instruction,2,317,3,1
22,no instruction,2,640,3,NA
22,no instruction,2,353,1,1
22,no instruction,2,211,1,1
22,no instruction,2,175,3,1
22,no instruction,2,246,3,1
22,no instruction,2,282,1,0
22,no instruction,2,353,3,1
22,no instruction,2,246,1,0
22,no instruction,2,282,3,1
22,no instruction,2,282,3,1
22,no instruction,2,640,1,0
22,no instruction,2,246,1,0
22,no instruction,2,246,1,0
22,no instruction,2,175,1,1
22,no instruction,2,284,3,1
22,no instruction,2,353,1,1
22,no instruction,2,317,3,1
22,no instruction,2,140,1,1
22,no instruction,2,140,1,1
22,no instruction,2,317,3,1
22,no instruction,2,640,3,1
22,no instruction,2,640,1,0
22,no instruction,2,282,1,0
22,no instruction,2,640,1,1
22,no instruction,2,640,3,1
22,no instruction,2,282,3,0
22,no instruction,2,246,3,1
22,no instruction,2,246,3,0
22,no instruction,2,640,1,0
22,no instruction,2,175,1,1
22,no instruction,2,282,1,0
22,no instruction,2,284,1,1
22,no instruction,2,317,1,1
22,no instruction,2,246,1,1
22,no instruction,2,284,1,1
22,no instruction,2,211,3,1
22,no instruction,2,284,1,0
22,no instruction,2,282,1,0
22,no instruction,2,211,1,0
22,no instruction,2,317,3,1
22,no instruction,2,175,3,1
22,no instruction,2,211,3,1
22,no instruction,2,284,3,1
22,no instruction,2,140,3,1
22,no instruction,2,353,1,1
22,no instruction,2,353,1,0
22,no instruction,2,175,1,1
22,no instruction,2,317,1,1
22,no instruction,2,640,1,1
22,no instruction,2,284,1,0
22,no instruction,2,211,1,1
22,no instruction,2,284,3,1
22,no instruction,2,140,3,1
22,no instruction,2,284,2,0
22,no instruction,2,353,2,1
22,no instruction,2,317,1,1
22,no instruction,2,140,3,1
22,no instruction,2,284,3,1
22,no instruction,2,175,2,1
22,no instruction,2,284,3,1
22,no instruction,2,282,3,0
22,no instruction,2,640,2,NA
22,no instruction,2,353,1,1
22,no instruction,2,211,1,0
22,no instruction,2,282,3,0
22,no instruction,2,140,1,1
22,no instruction,2,140,3,1
22,no instruction,2,317,1,1
22,no instruction,2,211,3,1
22,no instruction,2,175,3,1
22,no instruction,2,317,3,1
22,no instruction,2,640,3,1
22,no instruction,2,211,1,1
22,no instruction,2,175,1,1
22,no instruction,2,353,3,0
22,no instruction,2,246,1,1
22,no instruction,2,246,1,1
22,no instruction,2,282,1,1
22,no instruction,2,640,1,0
22,no instruction,2,317,3,1
22,no instruction,2,353,3,0
22,no instruction,2,175,1,NA
22,no instruction,2,211,1,1
22,no instruction,2,317,1,0
22,no instruction,2,211,2,0
22,no instruction,2,140,3,1
22,no instruction,2,175,1,NA
22,no instruction,2,353,1,1
22,no instruction,2,353,1,0
22,no instruction,2,246,3,1
22,no instruction,2,140,3,1
22,no instruction,2,211,3,0
22,no instruction,2,175,3,1
22,no instruction,2,140,3,0
22,no instruction,2,282,1,0
22,no instruction,2,353,1,0
22,no instruction,2,317,3,1
22,no instruction,2,282,1,0
22,no instruction,2,175,3,1
22,no instruction,2,353,2,1
22,no instruction,2,640,1,1
22,no instruction,2,175,3,1
22,no instruction,2,282,1,1
22,no instruction,2,211,1,1
22,no instruction,2,140,2,1
22,no instruction,2,284,3,0
22,no instruction,2,140,3,1
22,no instruction,2,282,3,1
22,no instruction,2,284,2,1
22,no instruction,2,353,3,0
22,no instruction,2,353,3,1
22,no instruction,2,284,1,1
22,no instruction,2,640,1,NA
22,no instruction,2,246,1,1
22,no instruction,2,284,1,1
22,no instruction,2,282,3,0
22,no instruction,2,246,3,1
22,no instruction,2,317,1,0
22,no instruction,2,640,1,0
22,no instruction,2,140,1,NA
22,no instruction,2,175,1,1
22,no instruction,2,175,1,1
22,no instruction,2,246,1,1
22,no instruction,2,140,1,1
22,no instruction,2,640,3,1
22,no instruction,2,140,1,1
22,no instruction,2,317,2,1
22,no instruction,2,317,1,1
22,no instruction,2,246,2,1
22,no instruction,2,175,2,1
22,no instruction,2,353,3,1
22,no instruction,2,175,1,1
22,no instruction,2,317,3,1
22,no instruction,2,246,3,1
22,no instruction,2,140,3,1
22,no instruction,2,211,3,1
22,no instruction,2,282,3,1
22,no instruction,2,640,3,1
22,no instruction,2,353,1,0
22,no instruction,2,317,3,1
22,no instruction,2,284,3,1
22,no instruction,2,284,1,0
22,no instruction,2,211,1,1
22,no instruction,2,640,3,1
22,no instruction,2,211,1,1
22,no instruction,2,175,3,1
22,no instruction,2,246,3,1
22,no instruction,2,175,3,1
22,no instruction,2,640,1,1
22,no instruction,2,353,1,1
22,no instruction,2,140,3,NA
22,no instruction,2,211,1,1
22,no instruction,2,282,1,1
22,no instruction,2,140,1,1
22,no instruction,2,246,3,1
22,no instruction,2,284,1,1
22,no instruction,2,317,1,1
22,no instruction,2,140,1,1
22,no instruction,2,211,1,1
22,no instruction,2,640,3,1
22,no instruction,2,282,1,1
22,no instruction,2,317,1,1
22,no instruction,2,211,1,NA
22,no instruction,2,317,3,1
22,no instruction,2,317,3,1
22,no instruction,2,353,3,1
22,no instruction,2,353,1,1
22,no instruction,2,175,1,1
22,no instruction,2,211,1,1
22,no instruction,2,282,1,1
22,no instruction,2,282,3,1
22,no instruction,2,353,3,1
22,no instruction,2,284,3,1
22,no instruction,2,640,1,0
22,no instruction,2,211,1,1
22,no instruction,2,211,3,NA
22,no instruction,2,246,1,0
22,no instruction,2,284,1,0
22,no instruction,2,640,1,0
22,no instruction,2,140,1,NA
22,no instruction,2,246,1,1
22,no instruction,2,284,3,NA
22,no instruction,2,246,3,1
22,no instruction,2,175,1,0
23,instruction,1,208,1,1
23,instruction,1,102,1,1
23,instruction,1,280,2,1
23,instruction,1,640,3,1
23,instruction,1,137,1,1
23,instruction,1,102,1,1
23,instruction,1,280,2,1
23,instruction,1,173,1,1
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,640,2,1
23,instruction,1,284,3,0
23,instruction,1,102,1,1
23,instruction,1,284,3,1
23,instruction,1,284,2,1
23,instruction,1,102,1,1
23,instruction,1,137,1,1
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,244,3,0
23,instruction,1,284,3,1
23,instruction,1,280,2,1
23,instruction,1,280,3,1
23,instruction,1,173,1,1
23,instruction,1,315,3,1
23,instruction,1,173,1,1
23,instruction,1,284,2,1
23,instruction,1,315,3,1
23,instruction,1,102,1,1
23,instruction,1,280,2,1
23,instruction,1,315,3,1
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,208,1,1
23,instruction,1,284,3,1
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,315,2,1
23,instruction,1,284,2,1
23,instruction,1,640,3,0
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,640,2,1
23,instruction,1,208,1,1
23,instruction,1,208,1,1
23,instruction,1,640,2,1
23,instruction,1,315,3,1
23,instruction,1,244,2,1
23,instruction,1,173,1,1
23,instruction,1,244,2,0
23,instruction,1,640,3,1
23,instruction,1,208,1,1
23,instruction,1,640,3,0
23,instruction,1,280,3,1
23,instruction,1,244,2,0
23,instruction,1,640,3,1
23,instruction,1,244,2,1
23,instruction,1,244,3,1
23,instruction,1,244,3,NA
23,instruction,1,280,2,0
23,instruction,1,173,1,1
23,instruction,1,244,3,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,315,2,1
23,instruction,1,173,1,1
23,instruction,1,284,2,0
23,instruction,1,280,3,1
23,instruction,1,137,1,1
23,instruction,1,244,3,1
23,instruction,1,280,2,1
23,instruction,1,284,3,1
23,instruction,1,208,1,1
23,instruction,1,315,3,1
23,instruction,1,640,2,0
23,instruction,1,280,2,1
23,instruction,1,208,1,1
23,instruction,1,315,3,0
23,instruction,1,315,3,1
23,instruction,1,137,1,1
23,instruction,1,640,3,0
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,315,3,1
23,instruction,1,244,3,1
23,instruction,1,102,1,1
23,instruction,1,173,1,1
23,instruction,1,137,1,1
23,instruction,1,208,1,1
23,instruction,1,284,3,1
23,instruction,1,102,1,1
23,instruction,1,137,1,1
23,instruction,1,315,3,1
23,instruction,1,284,3,1
23,instruction,1,284,2,1
23,instruction,1,315,2,1
23,instruction,1,280,2,0
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,280,3,1
23,instruction,1,208,1,1
23,instruction,1,315,2,0
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,102,1,1
23,instruction,1,137,1,1
23,instruction,1,244,3,1
23,instruction,1,284,2,1
23,instruction,1,640,3,1
23,instruction,1,640,3,0
23,instruction,1,284,3,1
23,instruction,1,315,2,1
23,instruction,1,208,1,1
23,instruction,1,640,3,1
23,instruction,1,173,1,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,173,1,1
23,instruction,1,280,3,0
23,instruction,1,137,1,1
23,instruction,1,280,3,1
23,instruction,1,640,3,1
23,instruction,1,280,3,0
23,instruction,1,244,3,0
23,instruction,1,244,2,0
23,instruction,1,640,2,1
23,instruction,1,280,2,1
23,instruction,1,244,3,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,208,1,1
23,instruction,1,173,1,1
23,instruction,1,315,3,1
23,instruction,1,280,2,0
23,instruction,1,244,2,1
23,instruction,1,315,3,1
23,instruction,1,102,1,1
23,instruction,1,284,3,0
23,instruction,1,137,1,1
23,instruction,1,208,1,1
23,instruction,1,173,1,1
23,instruction,1,280,2,1
23,instruction,1,102,1,1
23,instruction,1,284,2,1
23,instruction,1,244,2,1
23,instruction,1,173,1,1
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,244,2,1
23,instruction,1,137,1,1
23,instruction,1,284,3,1
23,instruction,1,640,2,1
23,instruction,1,315,3,1
23,instruction,1,173,1,1
23,instruction,1,640,2,0
23,instruction,1,640,3,1
23,instruction,1,640,3,1
23,instruction,1,284,2,0
23,instruction,1,208,1,1
23,instruction,1,208,1,1
23,instruction,1,244,2,1
23,instruction,1,640,3,1
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,244,2,1
23,instruction,1,280,3,1
23,instruction,1,284,2,1
23,instruction,1,315,3,1
23,instruction,1,315,3,1
23,instruction,1,284,2,1
23,instruction,1,315,2,1
23,instruction,1,173,1,NA
23,instruction,1,244,2,1
23,instruction,1,173,1,1
23,instruction,1,173,1,1
23,instruction,1,280,3,1
23,instruction,1,137,1,1
23,instruction,1,284,2,1
23,instruction,1,284,3,1
23,instruction,1,640,2,1
23,instruction,1,315,3,1
23,instruction,1,280,3,1
23,instruction,1,173,1,1
23,instruction,1,244,3,1
23,instruction,1,173,1,1
23,instruction,1,315,2,1
23,instruction,1,102,1,1
23,instruction,1,284,3,0
23,instruction,1,244,2,1
23,instruction,1,137,1,NA
23,instruction,1,137,1,1
23,instruction,1,244,3,1
23,instruction,1,137,1,1
23,instruction,1,280,3,1
23,instruction,1,315,3,1
23,instruction,1,284,2,1
23,instruction,1,284,3,1
23,instruction,1,173,1,1
23,instruction,1,315,2,1
23,instruction,1,208,1,1
23,instruction,1,137,1,1
23,instruction,1,137,1,1
23,instruction,1,102,1,1
23,instruction,1,244,3,0
23,instruction,1,137,1,1
23,instruction,1,284,2,0
23,instruction,1,315,3,1
23,instruction,1,280,3,1
23,instruction,1,280,2,1
23,instruction,1,640,3,1
23,instruction,1,280,2,1
23,instruction,1,315,3,0
23,instruction,1,208,1,1
23,instruction,1,284,2,1
23,instruction,1,208,1,1
23,instruction,1,173,1,NA
23,instruction,1,173,1,NA
23,instruction,1,280,3,1
23,instruction,1,173,1,1
23,instruction,1,208,1,1
23,instruction,1,315,3,1
23,instruction,1,315,3,1
23,instruction,1,208,1,1
23,instruction,1,315,3,1
23,instruction,1,173,1,1
23,instruction,1,137,1,1
23,instruction,1,102,1,1
23,instruction,1,244,2,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,640,3,NA
23,instruction,1,244,2,0
23,instruction,1,173,1,1
23,instruction,1,102,1,1
23,instruction,1,640,3,1
23,instruction,1,284,3,1
23,instruction,1,102,1,1
23,instruction,1,640,2,1
23,instruction,1,280,2,1
23,instruction,1,315,2,1
23,instruction,1,244,3,1
23,instruction,1,640,3,1
23,instruction,1,284,3,0
23,instruction,1,280,3,1
23,instruction,1,640,2,0
23,instruction,1,244,3,1
23,instruction,1,137,1,1
23,instruction,1,137,1,1
23,instruction,1,244,2,1
23,instruction,1,102,1,1
23,instruction,1,173,1,1
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,173,1,1
23,instruction,1,640,3,0
23,instruction,1,244,2,1
23,instruction,1,208,1,1
23,instruction,1,280,2,0
23,instruction,1,284,2,1
23,instruction,1,640,2,1
23,instruction,1,280,3,0
23,instruction,1,640,2,1
23,instruction,1,208,1,NA
23,instruction,1,137,1,1
23,instruction,1,208,1,1
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,102,1,1
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,102,1,1
23,instruction,1,284,2,1
23,instruction,1,284,3,1
23,instruction,1,137,1,1
23,instruction,1,244,2,1
23,instruction,1,102,1,1
23,instruction,1,137,1,1
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,244,3,1
23,instruction,1,640,3,1
23,instruction,1,137,1,1
23,instruction,1,280,2,0
23,instruction,1,280,2,1
23,instruction,1,280,3,0
23,instruction,1,173,1,1
23,instruction,1,102,1,1
23,instruction,1,640,2,1
23,instruction,1,208,1,1
23,instruction,1,244,3,0
23,instruction,1,102,1,1
23,instruction,1,137,1,1
23,instruction,1,315,3,0
23,instruction,1,102,1,1
23,instruction,1,208,1,1
23,instruction,1,315,3,1
23,instruction,1,137,1,NA
23,instruction,1,244,2,1
23,instruction,1,315,3,1
23,instruction,1,173,1,1
23,instruction,1,280,2,1
23,instruction,1,315,3,1
23,instruction,1,315,2,1
23,instruction,1,137,1,1
23,instruction,1,173,1,1
23,instruction,1,315,3,0
23,instruction,1,208,1,1
23,instruction,1,173,1,1
23,instruction,1,280,3,1
23,instruction,1,208,1,1
23,instruction,1,208,1,1
23,instruction,1,640,2,1
23,instruction,1,640,2,1
23,instruction,1,284,2,1
23,instruction,1,137,1,1
23,instruction,1,102,1,1
23,instruction,1,315,3,1
23,instruction,1,137,1,1
23,instruction,1,640,3,1
23,instruction,1,640,3,1
23,instruction,1,640,3,1
23,instruction,1,244,3,1
23,instruction,1,280,2,1
23,instruction,1,208,1,1
23,instruction,1,315,2,1
23,instruction,1,208,1,1
23,instruction,1,280,2,0
23,instruction,1,640,3,0
23,instruction,1,244,2,1
23,instruction,1,284,3,0
23,instruction,1,640,3,1
23,instruction,1,284,2,0
23,instruction,1,284,2,1
23,instruction,1,284,2,0
23,instruction,1,137,1,NA
23,instruction,1,173,1,1
23,instruction,1,244,3,0
23,instruction,1,173,1,NA
23,instruction,1,208,1,1
23,instruction,1,244,2,0
23,instruction,1,284,3,1
23,instruction,1,640,2,1
23,instruction,1,280,2,1
23,instruction,1,284,3,1
23,instruction,1,280,2,0
23,instruction,1,244,2,1
23,instruction,1,244,3,1
23,instruction,1,173,1,1
23,instruction,1,208,1,1
23,instruction,1,284,2,1
23,instruction,1,315,3,1
23,instruction,1,280,3,1
23,instruction,1,173,1,1
23,instruction,1,102,1,1
23,instruction,1,102,1,NA
23,instruction,1,173,1,1
23,instruction,1,315,3,0
23,no instruction,2,208,1,1
23,no instruction,2,173,1,1
23,no instruction,2,173,3,NA
23,no instruction,2,280,1,1
23,no instruction,2,315,1,1
23,no instruction,2,244,1,1
23,no instruction,2,284,1,1
23,no instruction,2,137,1,1
23,no instruction,2,208,1,1
23,no instruction,2,280,1,1
23,no instruction,2,244,1,1
23,no instruction,2,102,1,1
23,no instruction,2,640,3,1
23,no instruction,2,137,1,1
23,no instruction,2,640,3,0
23,no instruction,2,208,1,1
23,no instruction,2,244,1,1
23,no instruction,2,102,1,1
23,no instruction,2,244,1,1
23,no instruction,2,640,1,1
23,no instruction,2,315,1,1
23,no instruction,2,280,2,1
23,no instruction,2,244,2,1
23,no instruction,2,244,3,1
23,no instruction,2,280,3,0
23,no instruction,2,208,1,1
23,no instruction,2,102,1,1
23,no instruction,2,173,1,1
23,no instruction,2,173,1,1
23,no instruction,2,640,2,0
23,no instruction,2,315,1,0
23,no instruction,2,244,1,1
23,no instruction,2,284,1,1
23,no instruction,2,315,3,1
23,no instruction,2,208,3,1
23,no instruction,2,102,1,1
23,no instruction,2,315,1,1
23,no instruction,2,208,1,1
23,no instruction,2,284,1,1
23,no instruction,2,102,1,NA
23,no instruction,2,640,1,1
23,no instruction,2,315,1,1
23,no instruction,2,173,1,0
23,no instruction,2,137,1,1
23,no instruction,2,640,3,1
23,no instruction,2,102,1,1
23,no instruction,2,208,1,1
23,no instruction,2,280,1,NA
23,no instruction,2,208,1,1
23,no instruction,2,137,1,1
23,no instruction,2,315,3,0
23,no instruction,2,102,1,NA
23,no instruction,2,137,1,1
23,no instruction,2,280,1,0
23,no instruction,2,280,1,0
23,no instruction,2,284,1,0
23,no instruction,2,284,3,1
23,no instruction,2,173,2,0
23,no instruction,2,173,1,1
23,no instruction,2,640,2,1
23,no instruction,2,280,3,1
23,no instruction,2,280,2,1
23,no instruction,2,208,3,0
23,no instruction,2,244,3,1
23,no instruction,2,315,3,0
23,no instruction,2,280,2,1
23,no instruction,2,284,1,1
23,no instruction,2,315,3,1
23,no instruction,2,244,1,1
23,no instruction,2,284,2,NA
23,no instruction,2,284,1,1
23,no instruction,2,640,3,1
23,no instruction,2,284,2,1
23,no instruction,2,315,3,1
23,no instruction,2,208,1,1
23,no instruction,2,102,3,NA
23,no instruction,2,102,1,1
23,no instruction,2,173,1,1
23,no instruction,2,640,3,1
23,no instruction,2,173,1,1
23,no instruction,2,137,1,1
23,no instruction,2,244,1,1
23,no instruction,2,137,1,1
23,no instruction,2,173,1,NA
23,no instruction,2,640,1,0
23,no instruction,2,137,1,1
23,no instruction,2,102,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,137,3,1
23,no instruction,2,280,1,1
23,no instruction,2,640,3,1
23,no instruction,2,284,1,1
23,no instruction,2,137,1,NA
23,no instruction,2,315,1,1
23,no instruction,2,173,1,1
23,no instruction,2,640,3,1
23,no instruction,2,244,2,1
23,no instruction,2,208,2,1
23,no instruction,2,137,3,1
23,no instruction,2,280,2,0
23,no instruction,2,102,1,1
23,no instruction,2,640,3,0
23,no instruction,2,137,1,1
23,no instruction,2,173,2,1
23,no instruction,2,208,1,0
23,no instruction,2,173,1,1
23,no instruction,2,284,1,0
23,no instruction,2,640,3,0
23,no instruction,2,137,1,1
23,no instruction,2,137,1,1
23,no instruction,2,640,2,0
23,no instruction,2,280,3,1
23,no instruction,2,244,3,1
23,no instruction,2,284,2,0
23,no instruction,2,137,1,1
23,no instruction,2,208,1,1
23,no instruction,2,173,1,1
23,no instruction,2,102,1,1
23,no instruction,2,208,1,1
23,no instruction,2,173,1,1
23,no instruction,2,284,1,1
23,no instruction,2,173,1,1
23,no instruction,2,244,1,0
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,640,3,0
23,no instruction,2,315,3,1
23,no instruction,2,208,1,1
23,no instruction,2,315,2,1
23,no instruction,2,284,2,0
23,no instruction,2,208,1,1
23,no instruction,2,173,1,1
23,no instruction,2,244,1,1
23,no instruction,2,280,1,0
23,no instruction,2,315,1,NA
23,no instruction,2,244,1,NA
23,no instruction,2,315,1,0
23,no instruction,2,208,1,0
23,no instruction,2,244,1,1
23,no instruction,2,137,1,1
23,no instruction,2,102,1,1
23,no instruction,2,102,1,1
23,no instruction,2,102,1,1
23,no instruction,2,315,1,1
23,no instruction,2,315,3,1
23,no instruction,2,280,2,0
23,no instruction,2,315,1,1
23,no instruction,2,244,3,1
23,no instruction,2,208,2,0
23,no instruction,2,284,2,0
23,no instruction,2,102,1,1
23,no instruction,2,102,1,1
23,no instruction,2,280,2,0
23,no instruction,2,102,3,1
23,no instruction,2,173,1,1
23,no instruction,2,244,1,1
23,no instruction,2,244,1,0
23,no instruction,2,173,1,1
23,no instruction,2,280,1,1
23,no instruction,2,640,1,1
23,no instruction,2,284,1,0
23,no instruction,2,284,2,0
23,no instruction,2,640,2,NA
23,no instruction,2,280,1,0
23,no instruction,2,208,1,NA
23,no instruction,2,244,1,1
23,no instruction,2,640,3,1
23,no instruction,2,280,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,280,1,0
23,no instruction,2,208,1,1
23,no instruction,2,137,1,1
23,no instruction,2,173,1,1
23,no instruction,2,640,3,1
23,no instruction,2,102,1,1
23,no instruction,2,102,1,1
23,no instruction,2,315,1,1
23,no instruction,2,315,2,0
23,no instruction,2,280,1,0
23,no instruction,2,315,1,1
23,no instruction,2,102,3,1
23,no instruction,2,315,1,1
23,no instruction,2,173,1,1
23,no instruction,2,244,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,640,1,NA
23,no instruction,2,173,1,1
23,no instruction,2,208,1,1
23,no instruction,2,280,1,1
23,no instruction,2,244,1,1
23,no instruction,2,244,3,NA
23,no instruction,2,102,1,1
23,no instruction,2,208,1,1
23,no instruction,2,137,1,1
23,no instruction,2,244,1,NA
23,no instruction,2,102,1,1
23,no instruction,2,137,1,1
23,no instruction,2,173,1,1
23,no instruction,2,280,2,0
23,no instruction,2,284,3,1
23,no instruction,2,284,3,0
23,no instruction,2,244,3,0
23,no instruction,2,284,3,1
23,no instruction,2,280,3,1
23,no instruction,2,284,2,1
23,no instruction,2,280,3,1
23,no instruction,2,102,1,1
23,no instruction,2,208,2,1
23,no instruction,2,244,3,1
23,no instruction,2,208,3,1
23,no instruction,2,315,3,1
23,no instruction,2,284,3,1
23,no instruction,2,640,3,1
23,no instruction,2,137,1,1
23,no instruction,2,244,1,0
23,no instruction,2,280,3,1
23,no instruction,2,208,1,0
23,no instruction,2,137,1,1
23,no instruction,2,173,1,1
23,no instruction,2,102,1,1
23,no instruction,2,640,2,NA
23,no instruction,2,280,1,1
23,no instruction,2,173,2,1
23,no instruction,2,284,2,1
23,no instruction,2,640,2,NA
23,no instruction,2,137,1,1
23,no instruction,2,173,1,1
23,no instruction,2,102,1,1
23,no instruction,2,284,1,1
23,no instruction,2,315,3,0
23,no instruction,2,315,3,0
23,no instruction,2,244,1,1
23,no instruction,2,640,1,1
23,no instruction,2,315,3,0
23,no instruction,2,284,3,0
23,no instruction,2,173,1,1
23,no instruction,2,208,1,1
23,no instruction,2,208,1,1
23,no instruction,2,280,1,1
23,no instruction,2,640,2,NA
23,no instruction,2,640,2,NA
23,no instruction,2,640,1,0
23,no instruction,2,280,1,1
23,no instruction,2,173,3,1
23,no instruction,2,102,1,1
23,no instruction,2,137,1,1
23,no instruction,2,137,1,1
23,no instruction,2,208,1,1
23,no instruction,2,208,1,1
23,no instruction,2,173,1,1
23,no instruction,2,244,1,1
23,no instruction,2,315,1,0
23,no instruction,2,173,1,1
23,no instruction,2,315,3,1
23,no instruction,2,102,3,NA
23,no instruction,2,208,1,1
23,no instruction,2,280,1,NA
23,no instruction,2,102,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,137,1,1
23,no instruction,2,640,3,1
23,no instruction,2,640,1,0
23,no instruction,2,315,1,1
23,no instruction,2,102,1,NA
23,no instruction,2,315,1,1
23,no instruction,2,244,3,1
23,no instruction,2,208,1,1
23,no instruction,2,640,1,0
23,no instruction,2,137,1,1
23,no instruction,2,244,1,NA
23,no instruction,2,315,1,1
23,no instruction,2,102,1,1
23,no instruction,2,280,1,0
23,no instruction,2,173,1,1
23,no instruction,2,208,1,1
23,no instruction,2,137,1,NA
23,no instruction,2,640,1,0
23,no instruction,2,173,1,1
23,no instruction,2,284,1,1
23,no instruction,2,280,1,0
23,no instruction,2,244,3,1
23,no instruction,2,640,3,0
23,no instruction,2,640,1,0
23,no instruction,2,315,1,NA
23,no instruction,2,173,1,1
23,no instruction,2,640,1,1
23,no instruction,2,208,1,1
23,no instruction,2,284,1,1
23,no instruction,2,244,1,1
23,no instruction,2,284,1,0
23,no instruction,2,208,1,1
23,no instruction,2,315,1,1
23,no instruction,2,284,1,1
23,no instruction,2,173,1,NA
23,no instruction,2,102,1,1
23,no instruction,2,280,1,1
23,no instruction,2,284,1,1
23,no instruction,2,208,1,1
23,no instruction,2,208,1,1
23,no instruction,2,280,3,0
23,no instruction,2,284,3,1
23,no instruction,2,280,3,1
23,no instruction,2,640,1,0
23,no instruction,2,315,1,0
23,no instruction,2,244,3,1
23,no instruction,2,280,1,0
23,no instruction,2,102,1,1
23,no instruction,2,315,1,0
23,no instruction,2,280,1,NA
23,no instruction,2,284,3,0
23,no instruction,2,280,1,1
23,no instruction,2,173,1,NA
23,no instruction,2,208,1,1
23,no instruction,2,102,1,1
23,no instruction,2,173,1,1
23,no instruction,2,173,1,NA
23,no instruction,2,244,1,1
23,no instruction,2,102,1,1
23,no instruction,2,640,2,NA
23,no instruction,2,244,1,1
23,no instruction,2,315,1,1
23,no instruction,2,137,1,1
23,no instruction,2,208,1,1
23,no instruction,2,244,1,1
23,no instruction,2,173,1,1
23,no instruction,2,102,1,1
23,no instruction,2,315,1,1
23,no instruction,2,640,1,0
23,no instruction,2,102,1,1
23,no instruction,2,137,1,1
23,no instruction,2,173,1,1
23,no instruction,2,315,1,1
23,no instruction,2,137,1,1
23,no instruction,2,315,1,1
23,no instruction,2,137,3,1
23,no instruction,2,315,1,1
23,no instruction,2,208,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,102,3,1
23,no instruction,2,244,1,1
23,no instruction,2,640,2,NA
23,no instruction,2,244,1,0
23,no instruction,2,208,1,1
23,no instruction,2,137,1,1
23,no instruction,2,284,1,1
23,no instruction,2,102,1,1
23,no instruction,2,280,1,1
23,no instruction,2,280,1,1
23,no instruction,2,244,1,1
23,no instruction,2,173,1,1
23,no instruction,2,102,1,NA
23,no instruction,2,137,1,1
23,no instruction,2,137,3,NA
23,no instruction,2,284,1,1
23,no instruction,2,640,3,1
24,no instruction,1,224,1,NA
24,no instruction,1,117,2,1
24,no instruction,1,295,3,NA
24,no instruction,1,640,1,NA
24,no instruction,1,153,3,1
24,no instruction,1,117,1,NA
24,no instruction,1,295,1,NA
24,no instruction,1,188,3,1
24,no instruction,1,224,1,NA
24,no instruction,1,153,3,NA
24,no instruction,1,640,1,0
24,no instruction,1,284,1,NA
24,no instruction,1,117,2,1
24,no instruction,1,284,3,0
24,no instruction,1,284,1,NA
24,no instruction,1,117,3,NA
24,no instruction,1,153,3,NA
24,no instruction,1,153,1,1
24,no instruction,1,188,1,1
24,no instruction,1,259,1,0
24,no instruction,1,284,1,1
24,no instruction,1,295,1,1
24,no instruction,1,295,1,0
24,no instruction,1,188,1,0
24,no instruction,1,330,1,0
24,no instruction,1,188,1,NA
24,no instruction,1,284,1,1
24,no instruction,1,330,1,1
24,no instruction,1,117,1,1
24,no instruction,1,295,1,1
24,no instruction,1,330,1,1
24,no instruction,1,224,1,1
24,no instruction,1,153,1,1
24,no instruction,1,224,1,1
24,no instruction,1,284,1,0
24,no instruction,1,153,1,1
24,no instruction,1,188,1,0
