.chain,.iteration,.draw,hoop,.value,param,group
2,258,2758,near,-0.551747,hu,prior
2,259,2759,near,0.142489,hu,prior
2,260,2760,near,-0.0404008,hu,prior
2,261,2761,near,0.788301,hu,prior
2,262,2762,near,-0.53417,hu,prior
2,263,2763,near,-0.713807,hu,prior
2,264,2764,near,0.39793,hu,prior
2,265,2765,near,-0.401224,hu,prior
2,266,2766,near,0.914047,hu,prior
2,267,2767,near,-1.48667,hu,prior
2,268,2768,near,0.225463,hu,prior
2,269,2769,near,1.16271,hu,prior
2,270,2770,near,-1.13552,hu,prior
2,271,2771,near,-0.420656,hu,prior
2,272,2772,near,-0.161386,hu,prior
2,273,2773,near,0.299172,hu,prior
2,274,2774,near,-0.263051,hu,prior
2,275,2775,near,-0.269875,hu,prior
2,276,2776,near,0.261552,hu,prior
2,277,2777,near,0.426783,hu,prior
2,278,2778,near,-0.421848,hu,prior
2,279,2779,near,2.06639,hu,prior
2,280,2780,near,1.9585,hu,prior
2,281,2781,near,-1.16612,hu,prior
2,282,2782,near,-1.62671,hu,prior
2,283,2783,near,-0.670227,hu,prior
2,284,2784,near,0.573675,hu,prior
2,285,2785,near,-1.23876,hu,prior
2,286,2786,near,-1.05179,hu,prior
2,287,2787,near,0.565261,hu,prior
2,288,2788,near,0.845283,hu,prior
2,289,2789,near,-0.843775,hu,prior
2,290,2790,near,0.79544,hu,prior
2,291,2791,near,0.653191,hu,prior
2,292,2792,near,-0.803246,hu,prior
2,293,2793,near,1.10268,hu,prior
2,294,2794,near,-0.00572655,hu,prior
2,295,2795,near,0.690686,hu,prior
2,296,2796,near,0.608625,hu,prior
2,297,2797,near,-1.54639,hu,prior
2,298,2798,near,1.53925,hu,prior
2,299,2799,near,-0.0786841,hu,prior
2,300,2800,near,1.69294,hu,prior
2,301,2801,near,-3.41371,hu,prior
2,302,2802,near,-0.436473,hu,prior
2,303,2803,near,0.913677,hu,prior
2,304,2804,near,-2.83484,hu,prior
2,305,2805,near,0.832185,hu,prior
2,306,2806,near,-0.849507,hu,prior
2,307,2807,near,-3.00527,hu,prior
2,308,2808,near,2.5715,hu,prior
2,309,2809,near,-2.65325,hu,prior
2,310,2810,near,2.94126,hu,prior
2,311,2811,near,-1.23907,hu,prior
2,312,2812,near,-0.876065,hu,prior
2,313,2813,near,-0.405343,hu,prior
2,314,2814,near,-0.226321,hu,prior
2,315,2815,near,0.707848,hu,prior
2,316,2816,near,-0.765383,hu,prior
2,317,2817,near,1.92516,hu,prior
2,318,2818,near,1.23033,hu,prior
2,319,2819,near,0.878664,hu,prior
2,320,2820,near,-2.50025,hu,prior
2,321,2821,near,2.50168,hu,prior
2,322,2822,near,1.04012,hu,prior
2,323,2823,near,1.18127,hu,prior
2,324,2824,near,-2.69613,hu,prior
2,325,2825,near,3.39372,hu,prior
2,326,2826,near,-1.85659,hu,prior
2,327,2827,near,1.0413,hu,prior
2,328,2828,near,-1.03801,hu,prior
2,329,2829,near,1.49574,hu,prior
2,330,2830,near,-1.10968,hu,prior
2,331,2831,near,-1.10968,hu,prior
2,332,2832,near,0.84085,hu,prior
2,333,2833,near,2.06849,hu,prior
2,334,2834,near,-2.05979,hu,prior
2,335,2835,near,2.19205,hu,prior
2,336,2836,near,0.776475,hu,prior
2,337,2837,near,-0.853573,hu,prior
2,338,2838,near,0.47024,hu,prior
2,339,2839,near,-0.248142,hu,prior
2,340,2840,near,1.03172,hu,prior
2,341,2841,near,0.237833,hu,prior
2,342,2842,near,-1.10373,hu,prior
2,343,2843,near,-1.72458,hu,prior
2,344,2844,near,0.202856,hu,prior
2,345,2845,near,-0.524771,hu,prior
2,346,2846,near,0.0580891,hu,prior
2,347,2847,near,0.398102,hu,prior
2,348,2848,near,-0.919198,hu,prior
2,349,2849,near,0.919575,hu,prior
2,350,2850,near,-0.682066,hu,prior
2,351,2851,near,2.60042,hu,prior
2,352,2852,near,-1.8795,hu,prior
2,353,2853,near,1.144,hu,prior
2,354,2854,near,-0.430111,hu,prior
2,355,2855,near,0.152233,hu,prior
2,356,2856,near,-1.61538,hu,prior
2,357,2857,near,-1.03727,hu,prior
2,358,2858,near,2.73563,hu,prior
2,359,2859,near,-2.08827,hu,prior
2,360,2860,near,1.20979,hu,prior
2,361,2861,near,-1.20942,hu,prior
2,362,2862,near,1.06616,hu,prior
2,363,2863,near,0.325449,hu,prior
2,364,2864,near,-3.63857,hu,prior
2,365,2865,near,2.94985,hu,prior
2,366,2866,near,0.0896447,hu,prior
2,367,2867,near,-2.22411,hu,prior
2,368,2868,near,2.8865,hu,prior
2,369,2869,near,-0.902273,hu,prior
2,370,2870,near,0.789511,hu,prior
2,371,2871,near,-0.789159,hu,prior
2,372,2872,near,-1.47017,hu,prior
2,373,2873,near,1.26922,hu,prior
2,374,2874,near,-1.96183,hu,prior
2,375,2875,near,2.53214,hu,prior
2,376,2876,near,-2.53649,hu,prior
2,377,2877,near,3.06322,hu,prior
2,378,2878,near,-4.4194,hu,prior
2,379,2879,near,-1.73075,hu,prior
2,380,2880,near,1.92692,hu,prior
2,381,2881,near,-0.298627,hu,prior
2,382,2882,near,0.290854,hu,prior
2,383,2883,near,-0.0728603,hu,prior
2,384,2884,near,-2.84456,hu,prior
2,385,2885,near,3.2415,hu,prior
2,386,2886,near,2.28388,hu,prior
2,387,2887,near,-2.95195,hu,prior
2,388,2888,near,-2.64184,hu,prior
2,389,2889,near,1.56618,hu,prior
2,390,2890,near,-3.3131,hu,prior
2,391,2891,near,2.41646,hu,prior
2,392,2892,near,-2.41747,hu,prior
2,393,2893,near,3.21853,hu,prior
2,394,2894,near,-1.64368,hu,prior
2,395,2895,near,2.99386,hu,prior
2,396,2896,near,-2.9925,hu,prior
2,397,2897,near,1.28327,hu,prior
2,398,2898,near,-0.640157,hu,prior
2,399,2899,near,1.77807,hu,prior
2,400,2900,near,-1.78459,hu,prior
2,401,2901,near,-0.729974,hu,prior
2,402,2902,near,1.26907,hu,prior
2,403,2903,near,-1.15285,hu,prior
2,404,2904,near,-0.535831,hu,prior
2,405,2905,near,-0.176597,hu,prior
2,406,2906,near,0.166059,hu,prior
2,407,2907,near,1.76488,hu,prior
2,408,2908,near,-1.50072,hu,prior
2,409,2909,near,1.41406,hu,prior
2,410,2910,near,-0.718246,hu,prior
2,411,2911,near,0.803802,hu,prior
2,412,2912,near,0.616587,hu,prior
2,413,2913,near,-0.599963,hu,prior
2,414,2914,near,-0.516171,hu,prior
2,415,2915,near,-2.3078,hu,prior
2,416,2916,near,-3.18466,hu,prior
2,417,2917,near,1.98322,hu,prior
2,418,2918,near,-1.02357,hu,prior
2,419,2919,near,0.0791342,hu,prior
2,420,2920,near,-0.0980108,hu,prior
2,421,2921,near,-0.593781,hu,prior
2,422,2922,near,1.53539,hu,prior
2,423,2923,near,1.242,hu,prior
2,424,2924,near,-0.913894,hu,prior
2,425,2925,near,1.85337,hu,prior
2,426,2926,near,1.28683,hu,prior
2,427,2927,near,-1.69038,hu,prior
2,428,2928,near,0.301931,hu,prior
2,429,2929,near,-0.497038,hu,prior
2,430,2930,near,0.068603,hu,prior
2,431,2931,near,-1.74878,hu,prior
2,432,2932,near,1.95854,hu,prior
2,433,2933,near,-4.32928,hu,prior
2,434,2934,near,3.93842,hu,prior
2,435,2935,near,-4.81626,hu,prior
2,436,2936,near,2.02549,hu,prior
2,437,2937,near,-2.62485,hu,prior
2,438,2938,near,-0.0321766,hu,prior
2,439,2939,near,0.758891,hu,prior
2,440,2940,near,-0.859289,hu,prior
2,441,2941,near,-1.07629,hu,prior
2,442,2942,near,-1.23484,hu,prior
2,443,2943,near,0.92894,hu,prior
2,444,2944,near,-0.932196,hu,prior
2,445,2945,near,1.17683,hu,prior
2,446,2946,near,-1.17041,hu,prior
2,447,2947,near,1.16868,hu,prior
2,448,2948,near,0.301284,hu,prior
2,449,2949,near,-1.13239,hu,prior
2,450,2950,near,1.90483,hu,prior
2,451,2951,near,-3.3762,hu,prior
2,452,2952,near,-0.105878,hu,prior
2,453,2953,near,-0.987124,hu,prior
2,454,2954,near,0.762553,hu,prior
2,455,2955,near,-0.620675,hu,prior
2,456,2956,near,1.61096,hu,prior
2,457,2957,near,-0.552002,hu,prior
2,458,2958,near,0.168336,hu,prior
2,459,2959,near,-0.16727,hu,prior
2,460,2960,near,1.21329,hu,prior
2,461,2961,near,1.09362,hu,prior
2,462,2962,near,-1.93079,hu,prior
2,463,2963,near,-0.375085,hu,prior
2,464,2964,near,-1.39328,hu,prior
2,465,2965,near,2.2375,hu,prior
2,466,2966,near,-2.21958,hu,prior
2,467,2967,near,2.18337,hu,prior
2,468,2968,near,-2.18617,hu,prior
2,469,2969,near,1.86823,hu,prior
2,470,2970,near,-1.87554,hu,prior
2,471,2971,near,3.07642,hu,prior
2,472,2972,near,3.31564,hu,prior
2,473,2973,near,4.03969,hu,prior
2,474,2974,near,-2.98474,hu,prior
2,475,2975,near,3.01884,hu,prior
2,476,2976,near,-2.78174,hu,prior
2,477,2977,near,2.17556,hu,prior
2,478,2978,near,-4.03807,hu,prior
2,479,2979,near,4.74523,hu,prior
2,480,2980,near,0.816791,hu,prior
2,481,2981,near,0.00685322,hu,prior
2,482,2982,near,-0.252572,hu,prior
2,483,2983,near,0.737908,hu,prior
2,484,2984,near,0.148224,hu,prior
2,485,2985,near,-1.25119,hu,prior
2,486,2986,near,-0.514879,hu,prior
2,487,2987,near,0.521078,hu,prior
2,488,2988,near,-1.23975,hu,prior
2,489,2989,near,1.23473,hu,prior
2,490,2990,near,-1.32588,hu,prior
2,491,2991,near,3.00865,hu,prior
2,492,2992,near,-3.14445,hu,prior
2,493,2993,near,0.357265,hu,prior
2,494,2994,near,0.35988,hu,prior
2,495,2995,near,-0.304514,hu,prior
2,496,2996,near,0.301739,hu,prior
2,497,2997,near,-0.928343,hu,prior
2,498,2998,near,-3.54671,hu,prior
2,499,2999,near,3.55587,hu,prior
2,500,3000,near,-3.55834,hu,prior
2,501,3001,near,3.6627,hu,prior
2,502,3002,near,-1.62319,hu,prior
2,503,3003,near,1.63781,hu,prior
2,504,3004,near,-0.702759,hu,prior
2,505,3005,near,0.744718,hu,prior
2,506,3006,near,-0.240522,hu,prior
2,507,3007,near,0.6768,hu,prior
2,508,3008,near,-0.758715,hu,prior
2,509,3009,near,1.42858,hu,prior
2,510,3010,near,-0.023654,hu,prior
2,511,3011,near,0.41085700000000003,hu,prior
2,512,3012,near,0.388848,hu,prior
2,513,3013,near,-1.62548,hu,prior
2,514,3014,near,2.06577,hu,prior
2,515,3015,near,1.6897200000000001,hu,prior
2,516,3016,near,-0.168602,hu,prior
2,517,3017,near,-0.20129,hu,prior
2,518,3018,near,1.60166,hu,prior
2,519,3019,near,-2.40228,hu,prior
2,520,3020,near,2.318,hu,prior
2,521,3021,near,3.40471,hu,prior
2,522,3022,near,-0.160381,hu,prior
2,523,3023,near,0.162213,hu,prior
2,524,3024,near,-0.937708,hu,prior
2,525,3025,near,1.52324,hu,prior
2,526,3026,near,-1.65111,hu,prior
2,527,3027,near,1.53226,hu,prior
2,528,3028,near,1.14523,hu,prior
2,529,3029,near,-1.9249,hu,prior
2,530,3030,near,-0.89554,hu,prior
2,531,3031,near,0.893877,hu,prior
2,532,3032,near,-1.91641,hu,prior
2,533,3033,near,1.11132,hu,prior
2,534,3034,near,1.85774,hu,prior
2,535,3035,near,-2.1744,hu,prior
2,536,3036,near,2.07725,hu,prior
2,537,3037,near,-2.08167,hu,prior
2,538,3038,near,-1.42976,hu,prior
2,539,3039,near,0.832623,hu,prior
2,540,3040,near,1.10856,hu,prior
2,541,3041,near,0.93367,hu,prior
2,542,3042,near,-1.80781,hu,prior
2,543,3043,near,1.36201,hu,prior
2,544,3044,near,-1.49227,hu,prior
2,545,3045,near,2.51031,hu,prior
2,546,3046,near,-1.22703,hu,prior
2,547,3047,near,0.698815,hu,prior
2,548,3048,near,-1.56632,hu,prior
2,549,3049,near,1.56286,hu,prior
2,550,3050,near,-1.72745,hu,prior
2,551,3051,near,-0.43522,hu,prior
2,552,3052,near,0.685641,hu,prior
2,553,3053,near,-0.82811,hu,prior
2,554,3054,near,-0.0187491,hu,prior
2,555,3055,near,1.71236,hu,prior
2,556,3056,near,-1.6968,hu,prior
2,557,3057,near,0.524964,hu,prior
2,558,3058,near,0.435187,hu,prior
2,559,3059,near,-0.439397,hu,prior
2,560,3060,near,1.09113,hu,prior
2,561,3061,near,-1.21118,hu,prior
2,562,3062,near,-1.17132,hu,prior
2,563,3063,near,-0.505213,hu,prior
2,564,3064,near,-1.13941,hu,prior
2,565,3065,near,0.678371,hu,prior
2,566,3066,near,0.713162,hu,prior
2,567,3067,near,-0.821827,hu,prior
2,568,3068,near,0.137516,hu,prior
2,569,3069,near,-0.911464,hu,prior
2,570,3070,near,-0.161104,hu,prior
2,571,3071,near,-0.771327,hu,prior
2,572,3072,near,-1.06201,hu,prior
2,573,3073,near,0.279235,hu,prior
2,574,3074,near,-1.17129,hu,prior
2,575,3075,near,-0.56239,hu,prior
2,576,3076,near,-1.12059,hu,prior
2,577,3077,near,-0.18787,hu,prior
2,578,3078,near,0.473308,hu,prior
2,579,3079,near,-2.72096,hu,prior
2,580,3080,near,2.29209,hu,prior
2,581,3081,near,-1.82014,hu,prior
2,582,3082,near,-0.95913,hu,prior
2,583,3083,near,0.962178,hu,prior
2,584,3084,near,0.57584,hu,prior
2,585,3085,near,0.506208,hu,prior
2,586,3086,near,-0.17429,hu,prior
2,587,3087,near,-0.566498,hu,prior
2,588,3088,near,0.490621,hu,prior
2,589,3089,near,-0.600581,hu,prior
2,590,3090,near,-0.328244,hu,prior
2,591,3091,near,0.648249,hu,prior
2,592,3092,near,-0.555767,hu,prior
2,593,3093,near,0.115215,hu,prior
2,594,3094,near,-2.20281,hu,prior
2,595,3095,near,-1.80943,hu,prior
2,596,3096,near,2.36541,hu,prior
2,597,3097,near,-1.31503,hu,prior
2,598,3098,near,-1.2052,hu,prior
2,599,3099,near,-0.683921,hu,prior
2,600,3100,near,-1.27949,hu,prior
2,601,3101,near,1.15604,hu,prior
2,602,3102,near,-0.899066,hu,prior
2,603,3103,near,0.585218,hu,prior
2,604,3104,near,0.408769,hu,prior
2,605,3105,near,1.69566,hu,prior
2,606,3106,near,-1.24407,hu,prior
2,607,3107,near,-1.08453,hu,prior
2,608,3108,near,0.322499,hu,prior
2,609,3109,near,-0.31497000000000003,hu,prior
2,610,3110,near,-0.215093,hu,prior
2,611,3111,near,0.552231,hu,prior
2,612,3112,near,0.867655,hu,prior
2,613,3113,near,0.0298756,hu,prior
2,614,3114,near,-0.175233,hu,prior
2,615,3115,near,0.691027,hu,prior
2,616,3116,near,-0.671536,hu,prior
2,617,3117,near,0.716983,hu,prior
2,618,3118,near,-0.628535,hu,prior
2,619,3119,near,0.390571,hu,prior
2,620,3120,near,0.232856,hu,prior
2,621,3121,near,0.0470532,hu,prior
2,622,3122,near,-0.792828,hu,prior
2,623,3123,near,0.132788,hu,prior
2,624,3124,near,-1.59981,hu,prior
2,625,3125,near,-0.728552,hu,prior
2,626,3126,near,-0.379111,hu,prior
2,627,3127,near,0.19493,hu,prior
2,628,3128,near,-0.525652,hu,prior
2,629,3129,near,0.0738754,hu,prior
2,630,3130,near,-0.4158,hu,prior
2,631,3131,near,0.760522,hu,prior
2,632,3132,near,-1.838,hu,prior
2,633,3133,near,2.10432,hu,prior
2,634,3134,near,-2.09842,hu,prior
2,635,3135,near,-2.78057,hu,prior
2,636,3136,near,-2.78057,hu,prior
2,637,3137,near,0.849674,hu,prior
2,638,3138,near,1.6919,hu,prior
2,639,3139,near,1.92432,hu,prior
2,640,3140,near,0.147107,hu,prior
2,641,3141,near,-0.915375,hu,prior
2,642,3142,near,1.96176,hu,prior
2,643,3143,near,0.669665,hu,prior
2,644,3144,near,-1.57723,hu,prior
2,645,3145,near,1.18208,hu,prior
2,646,3146,near,0.192478,hu,prior
2,647,3147,near,-0.652881,hu,prior
2,648,3148,near,1.05914,hu,prior
2,649,3149,near,-0.316581,hu,prior
2,650,3150,near,0.862481,hu,prior
2,651,3151,near,-0.859198,hu,prior
2,652,3152,near,0.571817,hu,prior
2,653,3153,near,-0.597744,hu,prior
2,654,3154,near,0.601703,hu,prior
2,655,3155,near,-0.224582,hu,prior
2,656,3156,near,-0.421244,hu,prior
2,657,3157,near,2.12616,hu,prior
2,658,3158,near,-2.07325,hu,prior
2,659,3159,near,1.53845,hu,prior
2,660,3160,near,-1.54133,hu,prior
2,661,3161,near,0.10008,hu,prior
2,662,3162,near,0.180814,hu,prior
2,663,3163,near,0.899103,hu,prior
2,664,3164,near,0.563858,hu,prior
2,665,3165,near,0.97034,hu,prior
2,666,3166,near,-0.961186,hu,prior
2,667,3167,near,-0.50264,hu,prior
2,668,3168,near,0.03055,hu,prior
2,669,3169,near,-1.0709,hu,prior
2,670,3170,near,0.240184,hu,prior
2,671,3171,near,-1.54861,hu,prior
2,672,3172,near,0.202876,hu,prior
2,673,3173,near,0.983259,hu,prior
2,674,3174,near,2.44198,hu,prior
2,675,3175,near,-2.44212,hu,prior
2,676,3176,near,2.4405,hu,prior
2,677,3177,near,0.121417,hu,prior
2,678,3178,near,2.68779,hu,prior
2,679,3179,near,-2.24515,hu,prior
2,680,3180,near,0.822801,hu,prior
2,681,3181,near,0.358974,hu,prior
2,682,3182,near,-1.56408,hu,prior
2,683,3183,near,-1.80042,hu,prior
2,684,3184,near,1.53276,hu,prior
2,685,3185,near,-3.62441,hu,prior
2,686,3186,near,2.55786,hu,prior
2,687,3187,near,2.315,hu,prior
2,688,3188,near,-2.02794,hu,prior
2,689,3189,near,1.4101,hu,prior
2,690,3190,near,-1.91137,hu,prior
2,691,3191,near,2.39061,hu,prior
2,692,3192,near,-3.2764,hu,prior
2,693,3193,near,3.7565,hu,prior
2,694,3194,near,-3.33589,hu,prior
2,695,3195,near,-1.34779,hu,prior
2,696,3196,near,0.344963,hu,prior
2,697,3197,near,0.128174,hu,prior
2,698,3198,near,0.458304,hu,prior
2,699,3199,near,-1.23173,hu,prior
2,700,3200,near,-0.0308029,hu,prior
2,701,3201,near,-0.588271,hu,prior
2,702,3202,near,-0.0602287,hu,prior
2,703,3203,near,-0.532568,hu,prior
2,704,3204,near,-0.0497298,hu,prior
2,705,3205,near,-1.22425,hu,prior
2,706,3206,near,-0.0133377,hu,prior
2,707,3207,near,0.0154855,hu,prior
2,708,3208,near,-1.54851,hu,prior
2,709,3209,near,2.20727,hu,prior
2,710,3210,near,-0.976428,hu,prior
2,711,3211,near,0.611645,hu,prior
2,712,3212,near,0.988076,hu,prior
2,713,3213,near,-0.593649,hu,prior
2,714,3214,near,-1.46855,hu,prior
2,715,3215,near,0.916297,hu,prior
2,716,3216,near,-0.768799,hu,prior
2,717,3217,near,2.09606,hu,prior
2,718,3218,near,-2.27767,hu,prior
2,719,3219,near,-1.09804,hu,prior
2,720,3220,near,0.907407,hu,prior
2,721,3221,near,1.06568,hu,prior
2,722,3222,near,-0.933695,hu,prior
2,723,3223,near,-4.41195,hu,prior
2,724,3224,near,3.11466,hu,prior
2,725,3225,near,-0.141445,hu,prior
2,726,3226,near,0.583275,hu,prior
2,727,3227,near,-0.585973,hu,prior
2,728,3228,near,0.182543,hu,prior
2,729,3229,near,-0.178382,hu,prior
2,730,3230,near,0.129177,hu,prior
2,731,3231,near,0.441793,hu,prior
2,732,3232,near,-0.161937,hu,prior
2,733,3233,near,-2.06466,hu,prior
2,734,3234,near,-0.409237,hu,prior
2,735,3235,near,3.43518,hu,prior
2,736,3236,near,-3.43553,hu,prior
2,737,3237,near,3.37449,hu,prior
2,738,3238,near,0.0225533,hu,prior
2,739,3239,near,-0.0594342,hu,prior
2,740,3240,near,0.865645,hu,prior
2,741,3241,near,0.8168,hu,prior
2,742,3242,near,0.618364,hu,prior
2,743,3243,near,1.20232,hu,prior
2,744,3244,near,0.791333,hu,prior
2,745,3245,near,0.37084,hu,prior
2,746,3246,near,-4.06305,hu,prior
2,747,3247,near,0.890151,hu,prior
2,748,3248,near,-0.0510346,hu,prior
2,749,3249,near,0.0501582,hu,prior
2,750,3250,near,-0.0473904,hu,prior
2,751,3251,near,-0.306512,hu,prior
2,752,3252,near,0.839441,hu,prior
2,753,3253,near,-0.948304,hu,prior
2,754,3254,near,-0.699656,hu,prior
2,755,3255,near,-0.0631548,hu,prior
2,756,3256,near,-2.18846,hu,prior
2,757,3257,near,-0.73017,hu,prior
2,758,3258,near,-0.175597,hu,prior
2,759,3259,near,1.51064,hu,prior
2,760,3260,near,0.0698754,hu,prior
2,761,3261,near,-0.810647,hu,prior
2,762,3262,near,0.297713,hu,prior
2,763,3263,near,-0.395135,hu,prior
2,764,3264,near,-0.624212,hu,prior
2,765,3265,near,0.616011,hu,prior
2,766,3266,near,-0.99555,hu,prior
2,767,3267,near,1.59464,hu,prior
2,768,3268,near,-1.60334,hu,prior
2,769,3269,near,1.8813,hu,prior
2,770,3270,near,-1.90708,hu,prior
2,771,3271,near,-0.770365,hu,prior
2,772,3272,near,-0.24995,hu,prior
2,773,3273,near,-0.926869,hu,prior
2,774,3274,near,0.21849,hu,prior
2,775,3275,near,0.722588,hu,prior
2,776,3276,near,-0.872551,hu,prior
2,777,3277,near,-1.08477,hu,prior
2,778,3278,near,-1.58944,hu,prior
2,779,3279,near,0.457818,hu,prior
2,780,3280,near,-0.322847,hu,prior
2,781,3281,near,2.10219,hu,prior
2,782,3282,near,-0.24993,hu,prior
2,783,3283,near,-0.0283777,hu,prior
2,784,3284,near,0.753407,hu,prior
2,785,3285,near,-0.758778,hu,prior
2,786,3286,near,0.462755,hu,prior
2,787,3287,near,0.199757,hu,prior
2,788,3288,near,-0.0552885,hu,prior
2,789,3289,near,0.0286312,hu,prior
2,790,3290,near,-0.00809306,hu,prior
2,791,3291,near,-0.0426854,hu,prior
2,792,3292,near,0.886204,hu,prior
2,793,3293,near,-0.434501,hu,prior
2,794,3294,near,-0.239599,hu,prior
2,795,3295,near,-0.230128,hu,prior
2,796,3296,near,0.400383,hu,prior
2,797,3297,near,1.00189,hu,prior
2,798,3298,near,-0.940542,hu,prior
2,799,3299,near,0.11492,hu,prior
2,800,3300,near,-0.110806,hu,prior
2,801,3301,near,-0.192336,hu,prior
2,802,3302,near,-2.93334,hu,prior
2,803,3303,near,-2.22651,hu,prior
2,804,3304,near,1.58182,hu,prior
2,805,3305,near,-0.369616,hu,prior
2,806,3306,near,-3.01968,hu,prior
2,807,3307,near,-3.61125,hu,prior
2,808,3308,near,2.05965,hu,prior
2,809,3309,near,-1.83078,hu,prior
2,810,3310,near,-0.326115,hu,prior
2,811,3311,near,1.0856,hu,prior
2,812,3312,near,0.4359,hu,prior
2,813,3313,near,0.120379,hu,prior
2,814,3314,near,-0.326875,hu,prior
2,815,3315,near,0.328343,hu,prior
2,816,3316,near,-0.294777,hu,prior
2,817,3317,near,-2.98964,hu,prior
2,818,3318,near,3.02011,hu,prior
2,819,3319,near,3.11288,hu,prior
2,820,3320,near,0.142135,hu,prior
2,821,3321,near,0.556094,hu,prior
2,822,3322,near,1.71465,hu,prior
2,823,3323,near,-2.194,hu,prior
2,824,3324,near,-1.96718,hu,prior
2,825,3325,near,-0.522871,hu,prior
2,826,3326,near,-0.274896,hu,prior
2,827,3327,near,-0.788513,hu,prior
2,828,3328,near,-0.641607,hu,prior
2,829,3329,near,-0.86195600000000006,hu,prior
2,830,3330,near,-0.748717,hu,prior
2,831,3331,near,0.0222871,hu,prior
2,832,3332,near,-0.362425,hu,prior
2,833,3333,near,0.0572414,hu,prior
2,834,3334,near,-0.960329,hu,prior
2,835,3335,near,-1.10238,hu,prior
2,836,3336,near,2.77879,hu,prior
2,837,3337,near,0.711254,hu,prior
2,838,3338,near,1.16953,hu,prior
2,839,3339,near,-1.46193,hu,prior
2,840,3340,near,-0.544555,hu,prior
2,841,3341,near,0.71053,hu,prior
2,842,3342,near,-0.71443,hu,prior
2,843,3343,near,0.214516,hu,prior
2,844,3344,near,-0.429339,hu,prior
2,845,3345,near,-0.306013,hu,prior
2,846,3346,near,0.306695,hu,prior
2,847,3347,near,-0.312656,hu,prior
2,848,3348,near,0.310544,hu,prior
2,849,3349,near,-0.193252,hu,prior
2,850,3350,near,0.639013,hu,prior
2,851,3351,near,-1.64074,hu,prior
2,852,3352,near,0.129937,hu,prior
2,853,3353,near,0.310713,hu,prior
2,854,3354,near,-0.508907,hu,prior
2,855,3355,near,0.371736,hu,prior
2,856,3356,near,0.755247,hu,prior
2,857,3357,near,1.54853,hu,prior
2,858,3358,near,0.568646,hu,prior
2,859,3359,near,1.08421,hu,prior
2,860,3360,near,-2.05079,hu,prior
2,861,3361,near,-2.55502,hu,prior
2,862,3362,near,-2.27312,hu,prior
2,863,3363,near,1.43461,hu,prior
2,864,3364,near,-0.0358053,hu,prior
2,865,3365,near,-0.679958,hu,prior
2,866,3366,near,-3.07643,hu,prior
2,867,3367,near,2.71575,hu,prior
2,868,3368,near,-0.736896,hu,prior
2,869,3369,near,-0.566447,hu,prior
2,870,3370,near,0.570446,hu,prior
2,871,3371,near,-0.578044,hu,prior
2,872,3372,near,-2.26209,hu,prior
2,873,3373,near,1.89277,hu,prior
2,874,3374,near,2.3475,hu,prior
2,875,3375,near,-1.04553,hu,prior
2,876,3376,near,-1.52353,hu,prior
2,877,3377,near,-0.978633,hu,prior
2,878,3378,near,-0.287455,hu,prior
2,879,3379,near,0.641653,hu,prior
2,880,3380,near,1.47864,hu,prior
2,881,3381,near,-0.383344,hu,prior
2,882,3382,near,0.382851,hu,prior
2,883,3383,near,-0.376284,hu,prior
2,884,3384,near,0.476454,hu,prior
2,885,3385,near,-0.480565,hu,prior
2,886,3386,near,1.42799,hu,prior
2,887,3387,near,2.29261,hu,prior
2,888,3388,near,-2.49181,hu,prior
2,889,3389,near,2.75978,hu,prior
2,890,3390,near,-0.951929,hu,prior
2,891,3391,near,0.0245517,hu,prior
2,892,3392,near,-0.186549,hu,prior
2,893,3393,near,0.474465,hu,prior
2,894,3394,near,-1.29561,hu,prior
2,895,3395,near,-2.79635,hu,prior
2,896,3396,near,1.19503,hu,prior
2,897,3397,near,-3.90742,hu,prior
2,898,3398,near,0.370926,hu,prior
2,899,3399,near,0.254687,hu,prior
2,900,3400,near,1.40536,hu,prior
2,901,3401,near,-1.41439,hu,prior
2,902,3402,near,2.12272,hu,prior
2,903,3403,near,-2.09736,hu,prior
2,904,3404,near,-0.462515,hu,prior
2,905,3405,near,-0.266443,hu,prior
2,906,3406,near,1.1654,hu,prior
2,907,3407,near,-2.15005,hu,prior
2,908,3408,near,-1.16891,hu,prior
2,909,3409,near,0.522089,hu,prior
2,910,3410,near,0.966207,hu,prior
2,911,3411,near,-0.924613,hu,prior
2,912,3412,near,1.65178,hu,prior
2,913,3413,near,0.869324,hu,prior
2,914,3414,near,-0.87045,hu,prior
2,915,3415,near,0.116722,hu,prior
2,916,3416,near,-0.437825,hu,prior
2,917,3417,near,-2.21366,hu,prior
2,918,3418,near,-0.370958,hu,prior
2,919,3419,near,1.12947,hu,prior
2,920,3420,near,-0.72446,hu,prior
2,921,3421,near,-0.669627,hu,prior
2,922,3422,near,-0.722203,hu,prior
2,923,3423,near,0.820633,hu,prior
2,924,3424,near,-1.24893,hu,prior
2,925,3425,near,-1.92891,hu,prior
2,926,3426,near,0.871055,hu,prior
2,927,3427,near,-1.00877,hu,prior
2,928,3428,near,-0.898555,hu,prior
2,929,3429,near,0.761532,hu,prior
2,930,3430,near,-0.54781,hu,prior
2,931,3431,near,0.617832,hu,prior
2,932,3432,near,-1.33912,hu,prior
2,933,3433,near,-0.843261,hu,prior
2,934,3434,near,0.819765,hu,prior
2,935,3435,near,1.831,hu,prior
